dateutc;tempinf;humidityin;baromrelin;baromabsin;tempf;humidity;winddir;windspeedmph;windgustmph;maxdailygust;solarradiation;uv;rainratein;eventrainin;hourlyrainin;dailyrainin;weeklyrainin;monthlyrainin;yearlyrainin;totalrainin;temp1f;humidity1;pm25_ch1;pm25_avg_24h_ch1;wh65batt;batt1;pm25batt1;freq;model
2020-06-06+18:30:54;70.0;50;29.565;29.565;60.3;60;139;0.89;1.12;22.82;22.02;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;9.0;6.1;0;NA;5;868M;GW1000_Pro
2020-06-06+18:45:08;70.0;50;29.577;29.577;57.2;66;208;1.34;2.24;22.82;14.68;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;5.0;6.1;0;NA;5;868M;GW1000_Pro
2020-06-06+19:00:23;69.8;50;29.577;29.577;55.8;70;190;0.89;1.12;22.82;7.70;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;8.0;6.2;0;NA;5;868M;GW1000_Pro
2020-06-06+19:15:38;69.8;50;29.583;29.583;54.9;72;177;1.12;2.24;22.82;2.08;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;11.0;6.3;0;NA;5;868M;GW1000_Pro
2020-06-06+19:30:53;69.8;50;29.586;29.586;54.1;74;184;2.24;2.24;22.82;0.00;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;7.0;6.3;0;NA;5;868M;GW1000_Pro
2020-06-06+19:45:07;69.8;50;29.595;29.595;53.6;75;204;1.57;2.24;22.82;0.00;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;7.0;6.4;0;NA;5;868M;GW1000_Pro
2020-06-06+20:00:22;69.6;50;29.604;29.604;52.9;78;201;1.12;2.24;22.82;0.00;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;8.0;6.5;0;NA;5;868M;GW1000_Pro
2020-06-06+20:15:37;69.8;51;29.601;29.601;52.7;77;207;2.91;3.36;22.82;0.00;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;7.0;6.5;0;NA;5;868M;GW1000_Pro
2020-06-06+20:30:52;69.6;51;29.604;29.604;52.2;79;184;2.46;3.36;22.82;0.00;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;10.0;6.6;0;NA;5;868M;GW1000_Pro
2020-06-06+20:45:06;69.6;51;29.598;29.598;51.8;81;209;1.79;2.24;22.82;0.00;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;7.0;6.5;0;NA;5;868M;GW1000_Pro
2020-06-06+21:00:21;69.6;51;29.610;29.610;51.6;82;193;1.12;2.24;22.82;0.00;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;8.0;6.5;0;NA;5;868M;GW1000_Pro
2020-06-06+21:15:37;69.6;51;29.613;29.613;51.1;84;155;0.67;1.12;22.82;0.00;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;9.0;6.6;0;NA;5;868M;GW1000_Pro
2020-06-06+21:30:52;69.6;51;29.610;29.610;50.9;84;180;2.01;2.24;22.82;0.00;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;10.0;6.8;0;NA;5;868M;GW1000_Pro
2020-06-06+21:45:06;69.6;51;29.619;29.619;51.1;85;200;0.67;2.24;22.82;0.00;0;0.000;0.961;0.000;0.039;1.059;1.059;6.650;6.650;NA;NA;9.0;6.9;0;NA;5;868M;GW1000_Pro
2020-06-06+22:00:21;69.3;51;29.622;29.622;50.4;87;196;1.57;2.24;2.24;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;11.0;7.0;0;NA;5;868M;GW1000_Pro
2020-06-06+22:15:36;69.1;51;29.624;29.624;50.7;87;194;2.24;2.24;3.36;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;11.0;7.0;0;NA;5;868M;GW1000_Pro
2020-06-06+22:30:51;68.9;51;29.624;29.624;50.9;86;191;2.24;3.36;3.36;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;11.0;7.1;0;NA;5;868M;GW1000_Pro
2020-06-06+22:45:05;68.9;51;29.624;29.624;50.2;89;178;1.12;1.12;3.36;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;9.0;7.2;0;NA;5;868M;GW1000_Pro
2020-06-06+23:00:20;68.9;51;29.627;29.627;51.6;85;204;2.91;4.47;4.47;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;11.0;7.3;0;NA;5;868M;GW1000_Pro
2020-06-06+23:15:38;68.7;51;29.627;29.627;53.6;80;180;1.79;3.36;4.47;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;13.0;7.5;0;NA;5;868M;GW1000_Pro
2020-06-06+23:30:53;68.7;51;29.624;29.624;51.4;85;183;2.24;3.36;4.47;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;9.0;7.6;0;NA;5;868M;GW1000_Pro
2020-06-06+23:45:07;68.7;51;29.630;29.630;54.1;80;177;2.24;3.36;5.82;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;8.0;7.6;0;NA;5;868M;GW1000_Pro
2020-06-07+00:00:22;68.7;52;29.622;29.622;54.3;79;202;1.34;2.24;5.82;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;9.0;7.8;0;NA;5;868M;GW1000_Pro
2020-06-07+00:15:37;68.7;52;29.627;29.627;54.5;78;155;2.46;5.82;5.82;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;12.0;7.9;0;NA;5;868M;GW1000_Pro
2020-06-07+00:30:52;68.9;52;29.624;29.624;54.5;79;150;1.79;4.47;5.82;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;8.0;8.0;0;NA;5;868M;GW1000_Pro
2020-06-07+00:45:06;68.7;52;29.622;29.622;53.2;82;185;1.57;3.36;6.93;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;12.0;8.2;0;NA;5;868M;GW1000_Pro
2020-06-07+01:00:21;68.5;52;29.624;29.624;52.9;82;185;1.34;4.47;6.93;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;9.0;8.2;0;NA;5;868M;GW1000_Pro
2020-06-07+01:15:36;68.5;52;29.624;29.624;52.2;85;152;1.34;2.24;6.93;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;8.0;8.3;0;NA;5;868M;GW1000_Pro
2020-06-07+01:30:51;68.5;52;29.627;29.627;51.8;87;164;1.34;3.36;6.93;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;11.0;8.5;0;NA;5;868M;GW1000_Pro
2020-06-07+01:45:05;68.4;52;29.630;29.630;50.5;90;214;2.24;3.36;6.93;0.00;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;8.0;8.5;0;NA;5;868M;GW1000_Pro
2020-06-07+02:00:20;68.5;52;29.624;29.624;50.0;91;181;1.57;2.24;6.93;0.36;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;9.0;8.6;0;NA;5;868M;GW1000_Pro
2020-06-07+02:15:35;68.5;52;29.627;29.627;51.6;88;189;1.57;3.36;6.93;2.08;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;10.0;8.7;0;NA;5;868M;GW1000_Pro
2020-06-07+02:30:50;68.4;52;29.624;29.624;52.5;86;186;2.91;10.29;10.29;11.25;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;10.0;8.8;0;NA;5;868M;GW1000_Pro
2020-06-07+02:45:04;68.5;52;29.630;29.630;52.9;86;134;0.67;4.47;10.29;18.60;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;12.0;8.9;0;NA;5;868M;GW1000_Pro
2020-06-07+03:00:19;68.2;52;29.642;29.642;52.7;86;100;0.89;1.12;10.29;36.82;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;12.0;9.2;0;NA;5;868M;GW1000_Pro
2020-06-07+03:15:34;68.2;52;29.648;29.648;52.7;86;28;0.00;1.12;10.29;50.28;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;13.0;9.3;0;NA;5;868M;GW1000_Pro
2020-06-07+03:30:49;68.2;52;29.642;29.642;53.2;86;113;0.00;1.12;10.29;41.96;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;9.0;9.4;0;NA;5;868M;GW1000_Pro
2020-06-07+03:45:03;68.4;52;29.642;29.642;52.3;88;62;2.01;2.24;10.29;36.82;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;11.0;9.4;0;NA;5;868M;GW1000_Pro
2020-06-07+04:00:18;68.2;52;29.645;29.645;52.3;89;157;0.00;0.00;10.29;95.79;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;14.0;9.6;0;NA;5;868M;GW1000_Pro
2020-06-07+04:15:33;68.2;52;29.645;29.645;53.2;87;98;0.22;1.12;10.29;81.10;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;11.0;9.7;0;NA;5;868M;GW1000_Pro
2020-06-07+04:30:48;68.2;52;29.648;29.648;53.4;87;188;0.22;1.12;10.29;89.79;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;10.0;9.8;0;NA;5;868M;GW1000_Pro
2020-06-07+04:45:02;68.2;53;29.651;29.651;54.1;87;169;0.22;1.12;10.29;95.79;0;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;10.0;9.8;0;NA;5;868M;GW1000_Pro
2020-06-07+05:00:17;68.0;52;29.648;29.648;54.7;85;154;2.24;3.36;10.29;111.82;1;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;9.0;9.9;0;NA;5;868M;GW1000_Pro
2020-06-07+05:15:32;68.2;52;29.645;29.645;56.5;82;166;1.12;5.82;10.29;190.36;1;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;10.0;9.9;0;NA;5;868M;GW1000_Pro
2020-06-07+05:30:47;68.4;53;29.654;29.654;58.5;79;110;2.46;4.47;10.29;174.81;1;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;8.0;10.0;0;NA;5;868M;GW1000_Pro
2020-06-07+05:45:01;68.4;53;29.651;29.651;58.8;80;196;1.79;2.24;10.29;166.50;1;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;8.0;10.0;0;NA;5;868M;GW1000_Pro
2020-06-07+06:00:16;68.4;54;29.651;29.651;58.8;78;209;1.12;4.47;10.29;140.93;1;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;7.0;9.9;0;NA;5;868M;GW1000_Pro
2020-06-07+06:15:31;68.5;55;29.657;29.657;59.4;77;190;2.91;3.36;10.29;209.44;2;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;9.0;9.9;0;NA;5;868M;GW1000_Pro
2020-06-07+06:30:46;68.7;56;29.663;29.663;59.9;77;169;3.58;4.47;10.29;188.64;1;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;7.0;9.9;0;NA;5;868M;GW1000_Pro
2020-06-07+06:45:00;68.9;56;29.651;29.651;59.9;77;263;1.12;2.24;10.29;147.05;1;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;9.0;9.8;0;NA;5;868M;GW1000_Pro
2020-06-07+07:00:15;69.1;56;29.657;29.657;61.0;75;176;2.01;2.24;10.29;350.00;3;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;8.0;9.9;0;NA;5;868M;GW1000_Pro
2020-06-07+07:15:30;69.3;56;29.663;29.663;62.2;73;142;2.46;3.36;10.29;317.95;3;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;9.0;9.8;0;NA;5;868M;GW1000_Pro
2020-06-07+07:30:45;69.6;56;29.666;29.666;64.0;67;189;1.79;3.36;10.29;604.21;5;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;8.0;9.7;0;NA;5;868M;GW1000_Pro
2020-06-07+07:44:59;69.8;57;29.675;29.675;65.5;65;0;4.03;5.82;10.29;316.61;3;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;7.0;9.6;0;NA;5;868M;GW1000_Pro
2020-06-07+08:00:14;69.4;56;29.678;29.678;64.8;63;112;1.34;3.36;10.29;278.07;2;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;8.0;9.6;0;NA;5;868M;GW1000_Pro
2020-06-07+08:15:29;69.8;56;29.681;29.681;64.9;63;318;1.34;3.36;10.29;286.63;2;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;7.0;9.5;0;NA;5;868M;GW1000_Pro
2020-06-07+08:30:44;69.6;55;29.678;29.678;65.3;63;161;2.24;3.36;10.29;340.95;3;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;6.0;9.4;0;NA;5;868M;GW1000_Pro
2020-06-07+08:44:58;69.6;55;29.672;29.672;66.7;60;45;0.00;1.12;10.29;333.12;3;0.000;0.000;0.000;0.000;0.000;1.059;6.650;6.650;NA;NA;7.0;9.3;0;NA;5;868M;GW1000_Pro
